QUERY_ID,START_TIME,END_TIME,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,QUERY_TYPE,DATABASE_NAME,SCHEMA_NAME,EXECUTION_STATUS,BYTES_SCANNED,ROWS_PRODUCED,TOTAL_ELAPSED_TIME,EXECUTION_TIME
Q00014030,2026-04-18 08:30:34,2026-04-18 08:35:52,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,11246018919,1140,318000,314234
Q00014031,2026-04-18 10:44:40,2026-04-18 10:46:14,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,26205235766,7654,94000,89262
Q00014032,2026-04-18 10:27:10,2026-04-18 10:29:30,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,5450803964,2388,140000,135194
Q00014033,2026-04-18 11:43:21,2026-04-18 11:50:49,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,26797242005,7744,448000,445933
Q00014034,2026-04-18 12:29:21,2026-04-18 12:31:10,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,8297601513,3689,109000,107552
Q00014035,2026-04-18 13:39:45,2026-04-18 13:44:41,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,26140721934,7030,296000,295349
Q00014036,2026-04-18 13:47:28,2026-04-18 13:53:58,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,27462400018,9263,390000,388967
Q00014037,2026-04-18 13:34:15,2026-04-18 13:39:50,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,31371477066,11374,335000,333627
Q00014038,2026-04-18 15:27:45,2026-04-18 15:32:31,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,45460453092,9737,286000,282715
Q00014039,2026-04-18 15:37:11,2026-04-18 15:44:40,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,35950072207,15767,449000,446587
Q00014040,2026-04-18 16:46:04,2026-04-18 16:52:47,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,19500606254,8130,403000,399969
Q00014041,2026-04-18 16:34:00,2026-04-18 16:40:59,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,31183133687,4470,419000,417233
Q00014042,2026-04-18 17:47:23,2026-04-18 17:50:14,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,57474635568,11755,171000,168916
Q00014043,2026-04-18 17:12:05,2026-04-18 17:14:31,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,60955107232,5641,146000,145688
Q00014044,2026-04-18 18:55:05,2026-04-18 18:59:59,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,17690144726,11884,294000,289120
Q00014045,2026-04-18 18:41:17,2026-04-18 18:44:39,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,20533270960,4175,202000,198913
Q00014046,2026-04-18 22:08:43,2026-04-18 22:12:08,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,43033237706,3966,205000,203472
Q00014047,2026-04-18 22:28:34,2026-04-18 22:32:54,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,30819114176,8516,260000,256736
Q00014048,2026-04-18 22:31:04,2026-04-18 22:33:02,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,20696268764,2703,118000,117158
Q00014049,2026-04-18 23:03:16,2026-04-18 23:04:14,ml_eng,ML_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,11217772075,6151,58000,57378
Q00014050,2026-04-19 00:02:33,2026-04-19 00:07:59,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,11658769004,446,326000,321491
Q00014051,2026-04-19 00:14:10,2026-04-19 00:19:10,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,3505517818,4015,300000,299250
Q00014052,2026-04-19 01:37:24,2026-04-19 01:44:25,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,5983024966,509,421000,417240
Q00014053,2026-04-19 04:19:55,2026-04-19 04:25:36,ml_eng,ML_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,9924469990,1351,341000,338574
Q00014054,2026-04-19 06:37:30,2026-04-19 06:38:59,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,2634963916,5423,89000,88638
Q00014055,2026-04-19 08:27:02,2026-04-19 08:32:08,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,19763368216,1287,306000,301391
Q00014056,2026-04-19 08:44:29,2026-04-19 08:46:58,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,16258098306,2977,149000,144866
Q00014057,2026-04-19 09:18:13,2026-04-19 09:19:57,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,8147722323,2496,104000,101822
Q00014058,2026-04-19 11:25:30,2026-04-19 11:28:40,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,22960654917,7206,190000,187892
Q00014059,2026-04-19 11:35:08,2026-04-19 11:37:59,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,16372921033,1523,171000,169345
Q00014060,2026-04-19 12:00:47,2026-04-19 12:03:15,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,5520160828,3707,148000,145312
Q00014061,2026-04-19 12:16:21,2026-04-19 12:18:47,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,21402050675,7481,146000,143058
Q00014062,2026-04-19 13:47:13,2026-04-19 13:51:20,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,26357122847,5515,247000,242882
Q00014063,2026-04-19 13:10:50,2026-04-19 13:14:35,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,16458907503,3254,225000,223985
Q00014064,2026-04-19 13:05:24,2026-04-19 13:07:35,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,4696644937,6609,131000,130533
Q00014065,2026-04-19 14:29:36,2026-04-19 14:33:08,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,14267103684,5137,212000,208471
Q00014066,2026-04-19 14:20:37,2026-04-19 14:25:45,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,10005017256,2651,308000,307244
Q00014067,2026-04-19 15:29:18,2026-04-19 15:31:54,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,19525425467,1394,156000,152502
Q00014068,2026-04-19 16:16:13,2026-04-19 16:19:12,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,19352203651,9557,179000,175232
Q00014069,2026-04-19 17:39:05,2026-04-19 17:45:40,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,7057319325,858,395000,390384
Q00014070,2026-04-19 17:12:48,2026-04-19 17:19:24,ml_eng,ML_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,2060767602,3009,396000,391562
Q00014071,2026-04-19 19:38:05,2026-04-19 19:41:08,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,10944831189,3516,183000,180076
Q00014072,2026-04-19 19:44:46,2026-04-19 19:46:30,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,19898566509,6145,104000,102792
Q00014073,2026-04-19 21:21:44,2026-04-19 21:27:54,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,11354588775,5609,370000,365289
Q00014074,2026-04-20 00:01:36,2026-04-20 00:03:48,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,2463130322,5129,132000,131390
Q00014075,2026-04-20 01:33:29,2026-04-20 01:36:38,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,19677805295,711,189000,188331
Q00014076,2026-04-20 01:51:46,2026-04-20 01:53:11,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,7893876738,2936,85000,80640
Q00014077,2026-04-20 02:54:55,2026-04-20 02:59:59,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,17899307165,3333,304000,301643
Q00014078,2026-04-20 03:50:53,2026-04-20 03:52:40,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,5949781058,4274,107000,103059
Q00014079,2026-04-20 03:17:15,2026-04-20 03:21:13,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,17906076722,6710,238000,233641
Q00014080,2026-04-20 04:47:27,2026-04-20 04:54:04,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,4036864762,4217,397000,393773
Q00014081,2026-04-20 04:31:49,2026-04-20 04:37:09,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,7003328831,3667,320000,315197
Q00014082,2026-04-20 05:18:14,2026-04-20 05:19:48,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,21982429410,8472,94000,89770
Q00014083,2026-04-20 05:02:50,2026-04-20 05:06:40,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,4441585770,7049,230000,228456
Q00014084,2026-04-20 08:44:18,2026-04-20 08:47:53,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,9627523942,4400,215000,213679
Q00014085,2026-04-20 09:13:25,2026-04-20 09:20:23,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,17453760153,3861,418000,416274
Q00014086,2026-04-20 09:36:01,2026-04-20 09:42:59,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,3626312906,3054,418000,415203
Q00014087,2026-04-20 10:19:40,2026-04-20 10:24:05,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,14579294982,6179,265000,261888
Q00014088,2026-04-20 11:22:39,2026-04-20 11:24:37,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,28160675921,4052,118000,113412
Q00014089,2026-04-20 12:01:33,2026-04-20 12:06:52,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,11244605984,7237,319000,316054
Q00014090,2026-04-20 14:54:35,2026-04-20 14:59:59,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,27281022005,2553,324000,323550
Q00014091,2026-04-20 14:34:35,2026-04-20 14:40:23,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,25298426623,4152,348000,343266
Q00014092,2026-04-20 16:03:39,2026-04-20 16:09:39,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,20221232050,3785,360000,358905
Q00014093,2026-04-20 16:47:47,2026-04-20 16:48:12,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,15178142101,4879,25000,24597
Q00014094,2026-04-20 17:30:51,2026-04-20 17:34:02,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,19605719158,1602,191000,188647
Q00014095,2026-04-20 17:03:13,2026-04-20 17:06:19,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,27916495899,5533,186000,185002
Q00014096,2026-04-20 18:42:52,2026-04-20 18:49:02,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,9111890506,1551,370000,369100
Q00014097,2026-04-20 20:22:14,2026-04-20 20:27:44,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,3580695509,7617,330000,328153
Q00014098,2026-04-20 20:19:18,2026-04-20 20:24:34,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,15290176966,1341,316000,313306
Q00014099,2026-04-20 21:26:00,2026-04-20 21:29:28,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,16155363165,9802,208000,205532
Q00014100,2026-04-20 22:21:19,2026-04-20 22:22:48,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,3839975378,6322,89000,86721
Q00014101,2026-04-20 22:02:01,2026-04-20 22:08:14,data_scientist,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,13856481880,1043,373000,369198
Q00014102,2026-04-21 00:08:14,2026-04-21 00:14:58,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,8157886132,5949,404000,399825
Q00014103,2026-04-21 03:00:10,2026-04-21 03:00:57,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,19838471793,3259,47000,42437
Q00014104,2026-04-21 03:12:16,2026-04-21 03:15:06,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,5261511611,4575,170000,166306
Q00014105,2026-04-21 04:17:51,2026-04-21 04:24:53,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,12462909142,1030,422000,420451
Q00014106,2026-04-21 06:49:42,2026-04-21 06:54:25,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,10402992509,797,283000,279857
Q00014107,2026-04-21 06:53:43,2026-04-21 06:57:10,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,17259678532,5788,207000,204679
Q00014108,2026-04-21 09:46:18,2026-04-21 09:50:31,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,12025416901,8093,253000,248981
Q00014109,2026-04-21 09:20:50,2026-04-21 09:23:49,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,15620171764,3893,179000,175830
Q00014110,2026-04-21 10:50:07,2026-04-21 10:55:47,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,13245457768,4228,340000,335579
Q00014111,2026-04-21 11:31:35,2026-04-21 11:34:43,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,28117971536,3045,188000,186991
Q00014112,2026-04-21 12:02:49,2026-04-21 12:09:10,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,13091932974,3178,381000,378404
Q00014113,2026-04-21 12:24:44,2026-04-21 12:28:24,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,5984667148,1645,220000,217996
Q00014114,2026-04-21 13:03:08,2026-04-21 13:09:42,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,34840361845,4510,394000,392031
Q00014115,2026-04-21 13:13:45,2026-04-21 13:16:12,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,19365794136,4940,147000,145035
Q00014116,2026-04-21 13:41:08,2026-04-21 13:43:19,data_scientist,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,7856694530,8466,131000,129091
Q00014117,2026-04-21 14:51:49,2026-04-21 14:57:07,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,6745748338,716,318000,317538
Q00014118,2026-04-21 14:12:03,2026-04-21 14:15:40,feature_job,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,12039057371,2373,217000,213493
Q00014119,2026-04-21 15:48:20,2026-04-21 15:51:44,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,24979872029,972,204000,202870
Q00014120,2026-04-21 15:27:26,2026-04-21 15:29:48,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,16515363894,7047,142000,139849
Q00014121,2026-04-21 15:21:09,2026-04-21 15:25:04,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,11301599174,6626,235000,231136
Q00014122,2026-04-21 17:07:26,2026-04-21 17:08:22,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,18776306405,8831,56000,55015
Q00014123,2026-04-21 18:07:01,2026-04-21 18:07:38,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,32921615708,5489,37000,35200
Q00014124,2026-04-21 18:55:28,2026-04-21 18:59:59,feature_job,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,18153003760,7250,271000,266298
Q00014125,2026-04-21 21:26:06,2026-04-21 21:28:04,ml_eng,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,17487346482,7605,118000,113522
Q00014126,2026-04-21 21:47:42,2026-04-21 21:48:31,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,27375354156,8123,49000,47395
Q00014127,2026-04-21 21:34:16,2026-04-21 21:39:00,data_scientist,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,17717460012,6299,284000,283642
Q00014128,2026-04-21 22:14:17,2026-04-21 22:19:14,data_scientist,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,8825860453,2920,297000,292923
Q00014129,2026-04-21 23:19:03,2026-04-21 23:20:21,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,5255569042,4879,78000,73690
Q00014130,2026-04-22 01:07:44,2026-04-22 01:11:35,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,5264559959,4222,231000,230078
Q00014131,2026-04-22 01:23:47,2026-04-22 01:27:04,data_scientist,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,24865068519,1566,197000,196374
Q00014132,2026-04-22 02:36:46,2026-04-22 02:39:35,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,18364909920,5869,169000,167058
Q00014133,2026-04-22 02:55:07,2026-04-22 02:56:23,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,20402022864,9643,76000,71748
Q00014134,2026-04-22 03:53:11,2026-04-22 03:58:18,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,30912728132,9035,307000,304456
Q00014135,2026-04-22 04:53:05,2026-04-22 04:53:46,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,24585825483,4961,41000,36360
Q00014136,2026-04-22 04:42:24,2026-04-22 04:45:56,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,22693275516,1395,212000,208301
Q00014137,2026-04-22 05:12:06,2026-04-22 05:17:11,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,16578904527,6074,305000,301403
Q00014138,2026-04-22 05:44:54,2026-04-22 05:52:19,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,36547881007,4824,445000,443680
Q00014139,2026-04-22 07:21:12,2026-04-22 07:27:15,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,14040716297,9924,363000,362705
Q00014140,2026-04-22 08:55:15,2026-04-22 08:58:00,ml_eng,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,29578451156,1704,165000,163347
Q00014141,2026-04-22 09:27:28,2026-04-22 09:34:06,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,14355104078,1762,398000,397500
Q00014142,2026-04-22 11:49:27,2026-04-22 11:53:43,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,36777014962,7204,256000,251536
Q00014143,2026-04-22 11:04:16,2026-04-22 11:07:27,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,35683978319,10823,191000,188906
Q00014144,2026-04-22 12:46:52,2026-04-22 12:53:32,data_scientist,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,18578575685,1921,400000,399459
Q00014145,2026-04-22 12:24:09,2026-04-22 12:26:18,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,8428228397,5913,129000,128667
Q00014146,2026-04-22 13:24:01,2026-04-22 13:29:42,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,16580669579,6309,341000,337005
Q00014147,2026-04-22 13:32:01,2026-04-22 13:35:52,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,32250895003,12609,231000,230485
Q00014148,2026-04-22 14:27:38,2026-04-22 14:30:36,ml_eng,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,41803644599,6704,178000,176682
Q00014149,2026-04-22 14:41:26,2026-04-22 14:48:32,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,11620062074,11924,426000,421137
Q00014150,2026-04-22 14:12:37,2026-04-22 14:18:27,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,FEATURES,SUCCESS,13440126572,6618,350000,349393
Q00014151,2026-04-22 15:43:22,2026-04-22 15:48:33,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,63213358231,23533,311000,309324
Q00014152,2026-04-22 15:30:10,2026-04-22 15:36:10,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,28901702822,23687,360000,359727
Q00014153,2026-04-22 16:05:02,2026-04-22 16:06:06,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,38920770242,9690,64000,63095
Q00014154,2026-04-22 16:44:26,2026-04-22 16:45:49,data_scientist,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,21421661646,11610,83000,79756
Q00014155,2026-04-22 17:53:02,2026-04-22 17:58:50,ml_eng,SCIENCE_ROLE,ML_WH,LARGE,SELECT,RAW_DB,SANDBOX,SUCCESS,23165786089,8172,348000,345821
Q00014156,2026-04-22 17:04:52,2026-04-22 17:06:27,feature_job,SCIENCE_ROLE,ML_WH,LARGE,INSERT,RAW_DB,SANDBOX,SUCCESS,45274469099,4798,95000,90523
Q00014157,2026-04-22 19:26:01,2026-04-22 19:27:19,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,FEATURES,SUCCESS,22756315554,7090,78000,73546
Q00014158,2026-04-22 19:21:29,2026-04-22 19:23:57,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,FEATURES,SUCCESS,22576211910,20332,148000,146697
Q00014159,2026-04-22 20:11:49,2026-04-22 20:12:22,feature_job,ML_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,RAW_DB,SANDBOX,SUCCESS,19253400720,13357,33000,29569
Q00014160,2026-04-22 21:26:17,2026-04-22 21:32:56,feature_job,ML_ROLE,ML_WH,LARGE,SELECT,ML_DB,EXPERIMENTS,SUCCESS,29734759200,19383,399000,396064
Q00014161,2026-04-22 21:41:15,2026-04-22 21:43:41,data_scientist,SCIENCE_ROLE,ML_WH,LARGE,CREATE_TABLE_AS_SELECT,ML_DB,EXPERIMENTS,SUCCESS,53661858025,12787,146000,141664
Q00014162,2026-04-22 21:20:45,2026-04-22 21:23:58,feature_job,ML_ROLE,ML_WH,LARGE,INSERT,ML_DB,EXPERIMENTS,SUCCESS,70294059250,5478,193000,188087
Q00014163,2026-02-06 02:55:39,2026-02-06 02:59:26,exec_dashboard,BI_ROLE,BI_WH,MEDIUM,CREATE_TABLE_AS_SELECT,ANALYTICS_DB,FINANCE,SUCCESS,29587789107,6173,227000,225920
